frame_index,component_index,stable_key_x,stable_key_y,column_x,column_y
3,0,16437,16395,16472,16393
3,0,16437,16395,16472,16394
3,0,16437,16395,16472,16396
3,0,16437,16395,16472,16397
3,0,16437,16395,16472,16398
3,0,16437,16395,16472,16399
3,0,16437,16395,16472,16400
3,0,16437,16395,16472,16401
3,0,16437,16395,16472,16402
3,0,16437,16395,16472,16403
3,0,16437,16395,16473,16369
3,0,16437,16395,16473,16370
3,0,16437,16395,16473,16371
3,0,16437,16395,16473,16372
3,0,16437,16395,16473,16373
3,0,16437,16395,16473,16374
3,0,16437,16395,16473,16375
3,0,16437,16395,16473,16376
3,0,16437,16395,16473,16377
3,0,16437,16395,16473,16378
3,0,16437,16395,16473,16379
3,0,16437,16395,16473,16380
3,0,16437,16395,16473,16381
3,0,16437,16395,16473,16382
3,0,16437,16395,16473,16383
3,0,16437,16395,16473,16384
3,0,16437,16395,16473,16385
3,0,16437,16395,16473,16386
3,0,16437,16395,16473,16387
3,0,16437,16395,16473,16388
3,0,16437,16395,16473,16389
3,0,16437,16395,16473,16390
3,0,16437,16395,16473,16391
3,0,16437,16395,16473,16392
3,0,16437,16395,16473,16393
3,0,16437,16395,16473,16394
3,0,16437,16395,16473,16395
3,0,16437,16395,16473,16396
3,0,16437,16395,16473,16397
3,0,16437,16395,16473,16398
3,0,16437,16395,16473,16399
3,0,16437,16395,16473,16400
3,0,16437,16395,16473,16401
3,0,16437,16395,16473,16403
3,0,16437,16395,16473,16404
3,0,16437,16395,16474,16370
3,0,16437,16395,16474,16371
3,0,16437,16395,16474,16372
3,0,16437,16395,16474,16374
3,0,16437,16395,16474,16376
3,0,16437,16395,16474,16377
3,0,16437,16395,16474,16378
